,Name,Brand,Colour,url,clean_text,tokenized,stopwords_removed,combined_postag_wnet,lemmatize_word_w_pos,lemmatize_text
496,River Island chunky boots in black,River Island,BLACK,images.asos-media.com/products/river-island-chunky-boots-in-black/203955697-1-black,river island chunky boots in black,"['river', 'island', 'chunky', 'boots', 'in', 'black']","['river', 'island', 'chunky', 'boots', 'black']","[('river', 'n'), ('island', 'n'), ('chunky', 'n'), ('boots', 'n'), ('black', 'a')]","['river', 'island', 'chunky', 'boot', 'black']",river island chunky boot black
497,Selected Homme windowpane will check shirt in cream,Selected Homme,Cloud Cream,images.asos-media.com/products/selected-homme-windowpane-will-check-shirt-in-cream/203730790-1-cloudcream,selected homme windowpane will check shirt in cream,"['selected', 'homme', 'windowpane', 'will', 'check', 'shirt', 'in', 'cream']","['selected', 'homme', 'windowpane', 'check', 'shirt', 'cream']","[('selected', 'v'), ('homme', 'n'), ('windowpane', 'n'), ('check', 'n'), ('shirt', 'n'), ('cream', 'n')]","['select', 'homme', 'windowpane', 'check', 'shirt', 'cream']",select homme windowpane check shirt cream
498,Topman cord shirt in blue,Topman,BLUE,images.asos-media.com/products/topman-cord-shirt-in-blue/203380273-1-blue,topman cord shirt in blue,"['topman', 'cord', 'shirt', 'in', 'blue']","['topman', 'cord', 'shirt', 'blue']","[('topman', 'n'), ('cord', 'n'), ('shirt', 'n'), ('blue', 'a')]","['topman', 'cord', 'shirt', 'blue']",topman cord shirt blue
499,Schuh ralph chunky snaffle loafers in black leather,Schuh,BLACK,images.asos-media.com/products/schuh-ralph-chunky-snaffle-loafers-in-black-leather/202698253-1-black,schuh ralph chunky snaffle loafers in black leather,"['schuh', 'ralph', 'chunky', 'snaffle', 'loafers', 'in', 'black', 'leather']","['schuh', 'ralph', 'chunky', 'snaffle', 'loafers', 'black', 'leather']","[('schuh', 'n'), ('ralph', 'n'), ('chunky', 'n'), ('snaffle', 'n'), ('loafers', 'n'), ('black', 'a'), ('leather', 'n')]","['schuh', 'ralph', 'chunky', 'snaffle', 'loafer', 'black', 'leather']",schuh ralph chunky snaffle loafer black leather
500,ASOS DESIGN 2 pack swim briefs in green/navy SAVE,ASOS DESIGN,Peacock Green/Navy,images.asos-media.com/products/asos-design-2-pack-swim-briefs-in-green-navy-save/202697560-1-peacockgreennavy,asos design 2 pack swim briefs in greennavy save,"['asos', 'design', '2', 'pack', 'swim', 'briefs', 'in', 'greennavy', 'save']","['asos', 'design', '2', 'pack', 'swim', 'briefs', 'greennavy', 'save']","[('asos', 'n'), ('design', 'n'), ('2', 'n'), ('pack', 'n'), ('swim', 'n'), ('briefs', 'n'), ('greennavy', 'n'), ('save', 'v')]","['asos', 'design', '2', 'pack', 'swim', 'brief', 'greennavy', 'save']",asos design 2 pack swim brief greennavy save
501,Topman straight jeans in black acid wash,Topman,Black acid wash,images.asos-media.com/products/topman-straight-jeans-in-black-acid-wash/202286613-1-blackacidwash,topman straight jeans in black acid wash,"['topman', 'straight', 'jeans', 'in', 'black', 'acid', 'wash']","['topman', 'straight', 'jeans', 'black', 'acid', 'wash']","[('topman', 'n'), ('straight', 'r'), ('jeans', 'n'), ('black', 'a'), ('acid', 'n'), ('wash', 'v')]","['topman', 'straight', 'jean', 'black', 'acid', 'wash']",topman straight jean black acid wash
502,ASOS DESIGN 90s oversized oxford shirt in black,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-90s-oversized-oxford-shirt-in-black/202738517-1-black,asos design 90s oversized oxford shirt in black,"['asos', 'design', '90s', 'oversized', 'oxford', 'shirt', 'in', 'black']","['asos', 'design', '90s', 'oversized', 'oxford', 'shirt', 'black']","[('asos', 'n'), ('design', 'n'), ('90s', 'n'), ('oversized', 'n'), ('oxford', 'n'), ('shirt', 'n'), ('black', 'a')]","['asos', 'design', '90', 'oversized', 'oxford', 'shirt', 'black']",asos design 90 oversized oxford shirt black
503,ASOS DESIGN skinny cord trousers in charcoal with snow wash,ASOS DESIGN,Poppy Seed,images.asos-media.com/products/asos-design-skinny-cord-trousers-in-charcoal-with-snow-wash/201887185-1-poppyseed,asos design skinny cord trousers in charcoal with snow wash,"['asos', 'design', 'skinny', 'cord', 'trousers', 'in', 'charcoal', 'with', 'snow', 'wash']","['asos', 'design', 'skinny', 'cord', 'trousers', 'charcoal', 'snow', 'wash']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('cord', 'n'), ('trousers', 'n'), ('charcoal', 'n'), ('snow', 'n'), ('wash', 'v')]","['asos', 'design', 'skinny', 'cord', 'trouser', 'charcoal', 'snow', 'wash']",asos design skinny cord trouser charcoal snow wash
504,ASOS DESIGN super skinny wool mix trousers in light blue twill,ASOS DESIGN,BLUE,images.asos-media.com/products/asos-design-super-skinny-wool-mix-trousers-in-light-blue-twill/201400340-1-blue,asos design super skinny wool mix trousers in light blue twill,"['asos', 'design', 'super', 'skinny', 'wool', 'mix', 'trousers', 'in', 'light', 'blue', 'twill']","['asos', 'design', 'super', 'skinny', 'wool', 'mix', 'trousers', 'light', 'blue', 'twill']","[('asos', 'n'), ('design', 'n'), ('super', 'a'), ('skinny', 'n'), ('wool', 'n'), ('mix', 'n'), ('trousers', 'n'), ('light', 'a'), ('blue', 'a'), ('twill', 'n')]","['asos', 'design', 'super', 'skinny', 'wool', 'mix', 'trouser', 'light', 'blue', 'twill']",asos design super skinny wool mix trouser light blue twill
505,ASOS DESIGN wedding slim suit trousers in micro texture in ice grey,ASOS DESIGN,Grey,images.asos-media.com/products/asos-design-wedding-slim-suit-trousers-in-micro-texture-in-ice-grey/13886374-1-grey,asos design wedding slim suit trousers in micro texture in ice grey,"['asos', 'design', 'wedding', 'slim', 'suit', 'trousers', 'in', 'micro', 'texture', 'in', 'ice', 'grey']","['asos', 'design', 'wedding', 'slim', 'suit', 'trousers', 'micro', 'texture', 'ice', 'grey']","[('asos', 'n'), ('design', 'n'), ('wedding', 'n'), ('slim', 'a'), ('suit', 'n'), ('trousers', 'n'), ('micro', 'n'), ('texture', 'n'), ('ice', 'n'), ('grey', 'n')]","['asos', 'design', 'wedding', 'slim', 'suit', 'trouser', 'micro', 'texture', 'ice', 'grey']",asos design wedding slim suit trouser micro texture ice grey
506,HUGO large logo baseball cap in khaki,HUGO,Green,images.asos-media.com/products/hugo-large-logo-baseball-cap-in-khaki/203330618-1-green,hugo large logo baseball cap in khaki,"['hugo', 'large', 'logo', 'baseball', 'cap', 'in', 'khaki']","['hugo', 'large', 'logo', 'baseball', 'cap', 'khaki']","[('hugo', 'n'), ('large', 'a'), ('logo', 'n'), ('baseball', 'n'), ('cap', 'n'), ('khaki', 'n')]","['hugo', 'large', 'logo', 'baseball', 'cap', 'khaki']",hugo large logo baseball cap khaki
507,Sergio Tacchini 'everything you need to win' t-shirt with backprint in blue - exclusive to ASOS,Sergio Tacchini,BLUE,images.asos-media.com/products/sergio-tacchini-everything-you-need-to-win-t-shirt-with-backprint-in-blue-exclusive-to-asos/202831621-1-blue,sergio tacchini everything you need to win tshirt with backprint in blue  exclusive to asos,"['sergio', 'tacchini', 'everything', 'you', 'need', 'to', 'win', 'tshirt', 'with', 'backprint', 'in', 'blue', 'exclusive', 'to', 'asos']","['sergio', 'tacchini', 'everything', 'need', 'win', 'tshirt', 'backprint', 'blue', 'exclusive', 'asos']","[('sergio', 'n'), ('tacchini', 'n'), ('everything', 'n'), ('need', 'n'), ('win', 'v'), ('tshirt', 'n'), ('backprint', 'n'), ('blue', 'a'), ('exclusive', 'a'), ('asos', 'n')]","['sergio', 'tacchini', 'everything', 'need', 'win', 'tshirt', 'backprint', 'blue', 'exclusive', 'asos']",sergio tacchini everything need win tshirt backprint blue exclusive asos
508,ASOS 4505 icon training super skinny jogger,ASOS 4505,Burgundy,images.asos-media.com/products/asos-4505-icon-training-super-skinny-jogger/201300257-1-burgundy,asos 4505 icon training super skinny jogger,"['asos', '4505', 'icon', 'training', 'super', 'skinny', 'jogger']","['asos', '4505', 'icon', 'training', 'super', 'skinny', 'jogger']","[('asos', 'n'), ('4505', 'n'), ('icon', 'n'), ('training', 'n'), ('super', 'a'), ('skinny', 'n'), ('jogger', 'n')]","['asos', '4505', 'icon', 'training', 'super', 'skinny', 'jogger']",asos 4505 icon training super skinny jogger
509,River Island long sleeve muscle shirt in green,River Island,GREEN - MEDIUM,images.asos-media.com/products/river-island-long-sleeve-muscle-shirt-in-green/203804282-1-greenmedium,river island long sleeve muscle shirt in green,"['river', 'island', 'long', 'sleeve', 'muscle', 'shirt', 'in', 'green']","['river', 'island', 'long', 'sleeve', 'muscle', 'shirt', 'green']","[('river', 'n'), ('island', 'n'), ('long', 'a'), ('sleeve', 'n'), ('muscle', 'n'), ('shirt', 'n'), ('green', 'n')]","['river', 'island', 'long', 'sleeve', 'muscle', 'shirt', 'green']",river island long sleeve muscle shirt green
510,ASOS DESIGN skinny satin shirt in dark brown,ASOS DESIGN,DARK BROWN,images.asos-media.com/products/asos-design-skinny-satin-shirt-in-dark-brown/203622948-1-darkbrown,asos design skinny satin shirt in dark brown,"['asos', 'design', 'skinny', 'satin', 'shirt', 'in', 'dark', 'brown']","['asos', 'design', 'skinny', 'satin', 'shirt', 'dark', 'brown']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('satin', 'n'), ('shirt', 'n'), ('dark', 'a'), ('brown', 'n')]","['asos', 'design', 'skinny', 'satin', 'shirt', 'dark', 'brown']",asos design skinny satin shirt dark brown
511,Valentino kimji wallet exclusive to ASOS in black,Valentino Bags,BLACK,images.asos-media.com/products/valentino-kimji-wallet-exclusive-to-asos-in-black/203066093-1-black,valentino kimji wallet exclusive to asos in black,"['valentino', 'kimji', 'wallet', 'exclusive', 'to', 'asos', 'in', 'black']","['valentino', 'kimji', 'wallet', 'exclusive', 'asos', 'black']","[('valentino', 'n'), ('kimji', 'n'), ('wallet', 'n'), ('exclusive', 'a'), ('asos', 'n'), ('black', 'a')]","['valentino', 'kimji', 'wallet', 'exclusive', 'asos', 'black']",valentino kimji wallet exclusive asos black
512,Jack & Jones Intelligence Bill wide fit smart trouser in light grey marl,Jack & Jones,LGM,images.asos-media.com/products/jack-jones-intelligence-bill-wide-fit-smart-trouser-in-light-grey-marl/202764580-1-lgm,jack  jones intelligence bill wide fit smart trouser in light grey marl,"['jack', 'jones', 'intelligence', 'bill', 'wide', 'fit', 'smart', 'trouser', 'in', 'light', 'grey', 'marl']","['jack', 'jones', 'intelligence', 'bill', 'wide', 'fit', 'smart', 'trouser', 'light', 'grey', 'marl']","[('jack', 'n'), ('jones', 'n'), ('intelligence', 'n'), ('bill', 'n'), ('wide', 'a'), ('fit', 'a'), ('smart', 'n'), ('trouser', 'n'), ('light', 'a'), ('grey', 'n'), ('marl', 'n')]","['jack', 'jones', 'intelligence', 'bill', 'wide', 'fit', 'smart', 'trouser', 'light', 'grey', 'marl']",jack jones intelligence bill wide fit smart trouser light grey marl
513,Nike Club joggers in light zitron,Nike,Light zitron,images.asos-media.com/products/nike-club-joggers-in-light-zitron/201963579-1-lightzitron,nike club joggers in light zitron,"['nike', 'club', 'joggers', 'in', 'light', 'zitron']","['nike', 'club', 'joggers', 'light', 'zitron']","[('nike', 'n'), ('club', 'n'), ('joggers', 'n'), ('light', 'a'), ('zitron', 'n')]","['nike', 'club', 'jogger', 'light', 'zitron']",nike club jogger light zitron
514,Topman floral print shirt in ecru,Topman,ECRU,images.asos-media.com/products/topman-floral-print-shirt-in-ecru/203875865-1-ecru,topman floral print shirt in ecru,"['topman', 'floral', 'print', 'shirt', 'in', 'ecru']","['topman', 'floral', 'print', 'shirt', 'ecru']","[('topman', 'n'), ('floral', 'n'), ('print', 'n'), ('shirt', 'n'), ('ecru', 'n')]","['topman', 'floral', 'print', 'shirt', 'ecru']",topman floral print shirt ecru
515,ASOS DESIGN rib t-shirt in cream with waffle detail,ASOS DESIGN,KHAKI,images.asos-media.com/products/asos-design-rib-t-shirt-in-cream-with-waffle-detail/203342996-1-khaki,asos design rib tshirt in cream with waffle detail,"['asos', 'design', 'rib', 'tshirt', 'in', 'cream', 'with', 'waffle', 'detail']","['asos', 'design', 'rib', 'tshirt', 'cream', 'waffle', 'detail']","[('asos', 'n'), ('design', 'n'), ('rib', 'n'), ('tshirt', 'n'), ('cream', 'n'), ('waffle', 'n'), ('detail', 'n')]","['asos', 'design', 'rib', 'tshirt', 'cream', 'waffle', 'detail']",asos design rib tshirt cream waffle detail
516,ASOS DESIGN 90s oversized wool mix shacket in mid green herringbone,ASOS DESIGN,MID GREEN,images.asos-media.com/products/asos-design-90s-oversized-wool-mix-shacket-in-mid-green-herringbone/202744731-1-midgreen,asos design 90s oversized wool mix shacket in mid green herringbone,"['asos', 'design', '90s', 'oversized', 'wool', 'mix', 'shacket', 'in', 'mid', 'green', 'herringbone']","['asos', 'design', '90s', 'oversized', 'wool', 'mix', 'shacket', 'mid', 'green', 'herringbone']","[('asos', 'n'), ('design', 'n'), ('90s', 'n'), ('oversized', 'n'), ('wool', 'n'), ('mix', 'n'), ('shacket', 'n'), ('mid', 'n'), ('green', 'n'), ('herringbone', 'n')]","['asos', 'design', '90', 'oversized', 'wool', 'mix', 'shacket', 'mid', 'green', 'herringbone']",asos design 90 oversized wool mix shacket mid green herringbone
517,Topman carpenter denim shorts in pink,Topman,Pink,images.asos-media.com/products/topman-carpenter-denim-shorts-in-pink/201693389-1-pink,topman carpenter denim shorts in pink,"['topman', 'carpenter', 'denim', 'shorts', 'in', 'pink']","['topman', 'carpenter', 'denim', 'shorts', 'pink']","[('topman', 'n'), ('carpenter', 'n'), ('denim', 'n'), ('shorts', 'n'), ('pink', 'a')]","['topman', 'carpenter', 'denim', 'short', 'pink']",topman carpenter denim short pink
518,Nike Pro Training Flex Rep 3.0 shorts in atomic green,Nike Training,Green,images.asos-media.com/products/nike-pro-training-flex-rep-30-shorts-in-atomic-green/201552770-1-green,nike pro training flex rep 30 shorts in atomic green,"['nike', 'pro', 'training', 'flex', 'rep', '30', 'shorts', 'in', 'atomic', 'green']","['nike', 'pro', 'training', 'flex', 'rep', '30', 'shorts', 'atomic', 'green']","[('nike', 'n'), ('pro', 'a'), ('training', 'n'), ('flex', 'v'), ('rep', 'n'), ('30', 'n'), ('shorts', 'n'), ('atomic', 'a'), ('green', 'a')]","['nike', 'pro', 'training', 'flex', 'rep', '30', 'short', 'atomic', 'green']",nike pro training flex rep 30 short atomic green
519,ASOS DESIGN super skinny smart trousers in ice grey,ASOS DESIGN,GREY,images.asos-media.com/products/asos-design-super-skinny-smart-trousers-in-ice-grey/201494968-1-grey,asos design super skinny smart trousers in ice grey,"['asos', 'design', 'super', 'skinny', 'smart', 'trousers', 'in', 'ice', 'grey']","['asos', 'design', 'super', 'skinny', 'smart', 'trousers', 'ice', 'grey']","[('asos', 'n'), ('design', 'n'), ('super', 'a'), ('skinny', 'n'), ('smart', 'n'), ('trousers', 'n'), ('ice', 'n'), ('grey', 'n')]","['asos', 'design', 'super', 'skinny', 'smart', 'trouser', 'ice', 'grey']",asos design super skinny smart trouser ice grey
520,ASOS DESIGN regular fit jeans in brown leather look with zip detail,ASOS DESIGN,Black,images.asos-media.com/products/asos-design-regular-fit-jeans-in-brown-leather-look-with-zip-detail/202911088-1-black,asos design regular fit jeans in brown leather look with zip detail,"['asos', 'design', 'regular', 'fit', 'jeans', 'in', 'brown', 'leather', 'look', 'with', 'zip', 'detail']","['asos', 'design', 'regular', 'fit', 'jeans', 'brown', 'leather', 'look', 'zip', 'detail']","[('asos', 'n'), ('design', 'n'), ('regular', 'a'), ('fit', 'a'), ('jeans', 'n'), ('brown', 'a'), ('leather', 'n'), ('look', 'n'), ('zip', 'n'), ('detail', 'n')]","['asos', 'design', 'regular', 'fit', 'jean', 'brown', 'leather', 'look', 'zip', 'detail']",asos design regular fit jean brown leather look zip detail
521,ASOS Dark Future co-ord oversized t-shirt with large shoulder layered logo print in bright blue,ASOS DESIGN,AQUA BLUE,images.asos-media.com/products/asos-dark-future-co-ord-oversized-t-shirt-with-large-shoulder-layered-logo-print-in-bright-blue/202683240-1-aquablue,asos dark future coord oversized tshirt with large shoulder layered logo print in bright blue,"['asos', 'dark', 'future', 'coord', 'oversized', 'tshirt', 'with', 'large', 'shoulder', 'layered', 'logo', 'print', 'in', 'bright', 'blue']","['asos', 'dark', 'future', 'coord', 'oversized', 'tshirt', 'large', 'shoulder', 'layered', 'logo', 'print', 'bright', 'blue']","[('asos', 'n'), ('dark', 'a'), ('future', 'n'), ('coord', 'n'), ('oversized', 'n'), ('tshirt', 'n'), ('large', 'a'), ('shoulder', 'n'), ('layered', 'n'), ('logo', 'n'), ('print', 'n'), ('bright', 'a'), ('blue', 'a')]","['asos', 'dark', 'future', 'coord', 'oversized', 'tshirt', 'large', 'shoulder', 'layered', 'logo', 'print', 'bright', 'blue']",asos dark future coord oversized tshirt large shoulder layered logo print bright blue
522,ASOS DESIGN heeled chelsea boot in red patent faux leather,ASOS DESIGN,RED,images.asos-media.com/products/asos-design-heeled-chelsea-boot-in-red-patent-faux-leather/202670460-1-red,asos design heeled chelsea boot in red patent faux leather,"['asos', 'design', 'heeled', 'chelsea', 'boot', 'in', 'red', 'patent', 'faux', 'leather']","['asos', 'design', 'heeled', 'chelsea', 'boot', 'red', 'patent', 'faux', 'leather']","[('asos', 'n'), ('design', 'n'), ('heeled', 'n'), ('chelsea', 'n'), ('boot', 'n'), ('red', 'a'), ('patent', 'n'), ('faux', 'n'), ('leather', 'n')]","['asos', 'design', 'heeled', 'chelsea', 'boot', 'red', 'patent', 'faux', 'leather']",asos design heeled chelsea boot red patent faux leather
523,ASOS DESIGN lace up boots in black faux leather with chunky sole,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-lace-up-boots-in-black-faux-leather-with-chunky-sole/201599555-1-black,asos design lace up boots in black faux leather with chunky sole,"['asos', 'design', 'lace', 'up', 'boots', 'in', 'black', 'faux', 'leather', 'with', 'chunky', 'sole']","['asos', 'design', 'lace', 'boots', 'black', 'faux', 'leather', 'chunky', 'sole']","[('asos', 'n'), ('design', 'n'), ('lace', 'n'), ('boots', 'n'), ('black', 'a'), ('faux', 'n'), ('leather', 'n'), ('chunky', 'n'), ('sole', 'n')]","['asos', 'design', 'lace', 'boot', 'black', 'faux', 'leather', 'chunky', 'sole']",asos design lace boot black faux leather chunky sole
524,Tommy Hilfiger mens silicone watch and braided bracelet gift set in navy,Tommy Hilfiger,NAVY,images.asos-media.com/products/tommy-hilfiger-mens-silicone-watch-and-braided-bracelet-gift-set-in-navy/203879257-1-navy,tommy hilfiger mens silicone watch and braided bracelet gift set in navy,"['tommy', 'hilfiger', 'mens', 'silicone', 'watch', 'and', 'braided', 'bracelet', 'gift', 'set', 'in', 'navy']","['tommy', 'hilfiger', 'mens', 'silicone', 'watch', 'braided', 'bracelet', 'gift', 'set', 'navy']","[('tommy', 'n'), ('hilfiger', 'n'), ('mens', 'n'), ('silicone', 'n'), ('watch', 'v'), ('braided', 'n'), ('bracelet', 'n'), ('gift', 'n'), ('set', 'v'), ('navy', 'n')]","['tommy', 'hilfiger', 'men', 'silicone', 'watch', 'braided', 'bracelet', 'gift', 'set', 'navy']",tommy hilfiger men silicone watch braided bracelet gift set navy
525,ASOS DESIGN slim belted suit jacket in black plisse,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-slim-belted-suit-jacket-in-black-plisse/201928471-1-black,asos design slim belted suit jacket in black plisse,"['asos', 'design', 'slim', 'belted', 'suit', 'jacket', 'in', 'black', 'plisse']","['asos', 'design', 'slim', 'belted', 'suit', 'jacket', 'black', 'plisse']","[('asos', 'n'), ('design', 'n'), ('slim', 'a'), ('belted', 'v'), ('suit', 'n'), ('jacket', 'n'), ('black', 'a'), ('plisse', 'n')]","['asos', 'design', 'slim', 'belt', 'suit', 'jacket', 'black', 'plisse']",asos design slim belt suit jacket black plisse
526,Bershka oversized onion quilted liner jacket in black exclusive at ASOS,Bershka,Black,images.asos-media.com/products/bershka-oversized-onion-quilted-liner-jacket-in-black-exclusive-at-asos/203983560-1-black,bershka oversized onion quilted liner jacket in black exclusive at asos,"['bershka', 'oversized', 'onion', 'quilted', 'liner', 'jacket', 'in', 'black', 'exclusive', 'at', 'asos']","['bershka', 'oversized', 'onion', 'quilted', 'liner', 'jacket', 'black', 'exclusive', 'asos']","[('bershka', 'n'), ('oversized', 'n'), ('onion', 'n'), ('quilted', 'n'), ('liner', 'n'), ('jacket', 'n'), ('black', 'a'), ('exclusive', 'a'), ('asos', 'n')]","['bershka', 'oversized', 'onion', 'quilted', 'liner', 'jacket', 'black', 'exclusive', 'asos']",bershka oversized onion quilted liner jacket black exclusive asos
527,Vans opposite colourblock t-shirt in black,Vans,BLACK,images.asos-media.com/products/vans-opposite-colourblock-t-shirt-in-black/203227803-1-black,vans opposite colourblock tshirt in black,"['vans', 'opposite', 'colourblock', 'tshirt', 'in', 'black']","['vans', 'opposite', 'colourblock', 'tshirt', 'black']","[('vans', 'n'), ('opposite', 'n'), ('colourblock', 'n'), ('tshirt', 'n'), ('black', 'a')]","['van', 'opposite', 'colourblock', 'tshirt', 'black']",van opposite colourblock tshirt black
528,adidas Originals Campus hoodie in black,adidas Originals,BLACK,images.asos-media.com/products/adidas-originals-campus-hoodie-in-black/203079989-1-black,adidas originals campus hoodie in black,"['adidas', 'originals', 'campus', 'hoodie', 'in', 'black']","['adidas', 'originals', 'campus', 'hoodie', 'black']","[('adidas', 'n'), ('originals', 'n'), ('campus', 'n'), ('hoodie', 'n'), ('black', 'a')]","['adidas', 'original', 'campus', 'hoodie', 'black']",adidas original campus hoodie black
529,ASOS Actual oversized t-shirt with sunshine outdoors print in pink,ASOS DESIGN,PINK,images.asos-media.com/products/asos-actual-oversized-t-shirt-with-sunshine-outdoors-print-in-pink/202998125-1-pink,asos actual oversized tshirt with sunshine outdoors print in pink,"['asos', 'actual', 'oversized', 'tshirt', 'with', 'sunshine', 'outdoors', 'print', 'in', 'pink']","['asos', 'actual', 'oversized', 'tshirt', 'sunshine', 'outdoors', 'print', 'pink']","[('asos', 'n'), ('actual', 'a'), ('oversized', 'n'), ('tshirt', 'n'), ('sunshine', 'n'), ('outdoors', 'n'), ('print', 'n'), ('pink', 'a')]","['asos', 'actual', 'oversized', 'tshirt', 'sunshine', 'outdoors', 'print', 'pink']",asos actual oversized tshirt sunshine outdoors print pink
530,ASOS DESIGN extreme oversized shirt in red waffle check,ASOS DESIGN,RED,images.asos-media.com/products/asos-design-extreme-oversized-shirt-in-red-waffle-check/202435494-1-red,asos design extreme oversized shirt in red waffle check,"['asos', 'design', 'extreme', 'oversized', 'shirt', 'in', 'red', 'waffle', 'check']","['asos', 'design', 'extreme', 'oversized', 'shirt', 'red', 'waffle', 'check']","[('asos', 'n'), ('design', 'n'), ('extreme', 'n'), ('oversized', 'n'), ('shirt', 'n'), ('red', 'a'), ('waffle', 'n'), ('check', 'n')]","['asos', 'design', 'extreme', 'oversized', 'shirt', 'red', 'waffle', 'check']",asos design extreme oversized shirt red waffle check
531,French Connection relaxed fit trousers in navy,French Connection,NAVY,images.asos-media.com/products/french-connection-relaxed-fit-trousers-in-navy/202138633-1-navy,french connection relaxed fit trousers in navy,"['french', 'connection', 'relaxed', 'fit', 'trousers', 'in', 'navy']","['french', 'connection', 'relaxed', 'fit', 'trousers', 'navy']","[('french', 'n'), ('connection', 'n'), ('relaxed', 'n'), ('fit', 'a'), ('trousers', 'n'), ('navy', 'n')]","['french', 'connection', 'relaxed', 'fit', 'trouser', 'navy']",french connection relaxed fit trouser navy
532,adidas Originals large debossed trefoil chest logo t-shirt in yellow,adidas Originals,YELLOW,images.asos-media.com/products/adidas-originals-large-debossed-trefoil-chest-logo-t-shirt-in-yellow/202100671-1-yellow,adidas originals large debossed trefoil chest logo tshirt in yellow,"['adidas', 'originals', 'large', 'debossed', 'trefoil', 'chest', 'logo', 'tshirt', 'in', 'yellow']","['adidas', 'originals', 'large', 'debossed', 'trefoil', 'chest', 'logo', 'tshirt', 'yellow']","[('adidas', 'n'), ('originals', 'n'), ('large', 'a'), ('debossed', 'n'), ('trefoil', 'n'), ('chest', 'n'), ('logo', 'n'), ('tshirt', 'n'), ('yellow', 'a')]","['adidas', 'original', 'large', 'debossed', 'trefoil', 'chest', 'logo', 'tshirt', 'yellow']",adidas original large debossed trefoil chest logo tshirt yellow
533,ASOS DESIGN slim shorts with peace embroidery in mint cord,ASOS DESIGN,Neptune Green,images.asos-media.com/products/asos-design-slim-shorts-with-peace-embroidery-in-mint-cord/201924296-1-neptunegreen,asos design slim shorts with peace embroidery in mint cord,"['asos', 'design', 'slim', 'shorts', 'with', 'peace', 'embroidery', 'in', 'mint', 'cord']","['asos', 'design', 'slim', 'shorts', 'peace', 'embroidery', 'mint', 'cord']","[('asos', 'n'), ('design', 'n'), ('slim', 'a'), ('shorts', 'n'), ('peace', 'n'), ('embroidery', 'n'), ('mint', 'n'), ('cord', 'n')]","['asos', 'design', 'slim', 'short', 'peace', 'embroidery', 'mint', 'cord']",asos design slim short peace embroidery mint cord
534,New Look fisherman beanie in stone,New Look,Stone,images.asos-media.com/products/new-look-fisherman-beanie-in-stone/201170952-1-stone,new look fisherman beanie in stone,"['new', 'look', 'fisherman', 'beanie', 'in', 'stone']","['new', 'look', 'fisherman', 'beanie', 'stone']","[('new', 'a'), ('look', 'n'), ('fisherman', 'n'), ('beanie', 'n'), ('stone', 'n')]","['new', 'look', 'fisherman', 'beanie', 'stone']",new look fisherman beanie stone
535,Bershka oversized onion quilted liner jacket in khaki,Bershka,Khaki,images.asos-media.com/products/bershka-oversized-onion-quilted-liner-jacket-in-khaki/203983532-1-khaki,bershka oversized onion quilted liner jacket in khaki,"['bershka', 'oversized', 'onion', 'quilted', 'liner', 'jacket', 'in', 'khaki']","['bershka', 'oversized', 'onion', 'quilted', 'liner', 'jacket', 'khaki']","[('bershka', 'n'), ('oversized', 'n'), ('onion', 'n'), ('quilted', 'n'), ('liner', 'n'), ('jacket', 'n'), ('khaki', 'n')]","['bershka', 'oversized', 'onion', 'quilted', 'liner', 'jacket', 'khaki']",bershka oversized onion quilted liner jacket khaki
536,Vans classic logo long sleeve t-shirt in sand,Vans,NEUTRAL,images.asos-media.com/products/vans-classic-logo-long-sleeve-t-shirt-in-sand/203239376-1-neutral,vans classic logo long sleeve tshirt in sand,"['vans', 'classic', 'logo', 'long', 'sleeve', 'tshirt', 'in', 'sand']","['vans', 'classic', 'logo', 'long', 'sleeve', 'tshirt', 'sand']","[('vans', 'n'), ('classic', 'a'), ('logo', 'n'), ('long', 'a'), ('sleeve', 'n'), ('tshirt', 'n'), ('sand', 'n')]","['van', 'classic', 'logo', 'long', 'sleeve', 'tshirt', 'sand']",van classic logo long sleeve tshirt sand
537,Topman straight flare trousers with zip cuff detail in sage,Topman,SAGE,images.asos-media.com/products/topman-straight-flare-trousers-with-zip-cuff-detail-in-sage/202559014-1-sage,topman straight flare trousers with zip cuff detail in sage,"['topman', 'straight', 'flare', 'trousers', 'with', 'zip', 'cuff', 'detail', 'in', 'sage']","['topman', 'straight', 'flare', 'trousers', 'zip', 'cuff', 'detail', 'sage']","[('topman', 'n'), ('straight', 'r'), ('flare', 'n'), ('trousers', 'n'), ('zip', 'n'), ('cuff', 'n'), ('detail', 'n'), ('sage', 'n')]","['topman', 'straight', 'flare', 'trouser', 'zip', 'cuff', 'detail', 'sage']",topman straight flare trouser zip cuff detail sage
